,constructorName,driverCode,points,grid,position,grid_sprint,position_sprint,delta_sprint,round,race,delta
0,Mercedes,HAM,26.0,1,1,,,,21,Saudi Arabian,0
1,Red Bull,VER,18.0,3,2,,,,21,Saudi Arabian,1
2,Mercedes,BOT,15.0,2,3,,,,21,Saudi Arabian,-1
3,Alpine F1 Team,OCO,12.0,9,4,,,,21,Saudi Arabian,5
4,McLaren,RIC,10.0,11,5,,,,21,Saudi Arabian,6
5,AlphaTauri,GAS,8.0,6,6,,,,21,Saudi Arabian,0
6,Ferrari,LEC,6.0,4,7,,,,21,Saudi Arabian,-3
7,Ferrari,SAI,4.0,15,8,,,,21,Saudi Arabian,7
8,Alfa Romeo,GIO,2.0,10,9,,,,21,Saudi Arabian,1
9,McLaren,NOR,1.0,7,10,,,,21,Saudi Arabian,-3
10,Aston Martin,STR,0.0,18,11,,,,21,Saudi Arabian,7
11,Williams,LAT,0.0,16,12,,,,21,Saudi Arabian,4
12,Alpine F1 Team,ALO,0.0,13,13,,,,21,Saudi Arabian,0
13,AlphaTauri,TSU,0.0,8,14,,,,21,Saudi Arabian,-6
14,Alfa Romeo,RAI,0.0,12,15,,,,21,Saudi Arabian,-3
15,Aston Martin,VET,0.0,17,16,,,,21,Saudi Arabian,1
16,Red Bull,PER,0.0,5,17,,,,21,Saudi Arabian,-12
17,Haas F1 Team,MAZ,0.0,20,18,,,,21,Saudi Arabian,2
18,Williams,RUS,0.0,14,19,,,,21,Saudi Arabian,-5
19,Haas F1 Team,MSC,0.0,19,20,,,,21,Saudi Arabian,-1
0,Red Bull,VER,26.0,1,1,,,,22,Abu Dhabi,0
1,Mercedes,HAM,18.0,2,2,,,,22,Abu Dhabi,0
2,Ferrari,SAI,15.0,5,3,,,,22,Abu Dhabi,2
3,AlphaTauri,TSU,12.0,8,4,,,,22,Abu Dhabi,4
4,AlphaTauri,GAS,10.0,12,5,,,,22,Abu Dhabi,7
5,Mercedes,BOT,8.0,6,6,,,,22,Abu Dhabi,0
6,McLaren,NOR,6.0,3,7,,,,22,Abu Dhabi,-4
7,Alpine F1 Team,ALO,4.0,11,8,,,,22,Abu Dhabi,3
8,Alpine F1 Team,OCO,2.0,9,9,,,,22,Abu Dhabi,0
9,Ferrari,LEC,1.0,7,10,,,,22,Abu Dhabi,-3
10,Aston Martin,VET,0.0,15,11,,,,22,Abu Dhabi,4
11,McLaren,RIC,0.0,10,12,,,,22,Abu Dhabi,-2
12,Aston Martin,STR,0.0,13,13,,,,22,Abu Dhabi,0
13,Haas F1 Team,MSC,0.0,19,14,,,,22,Abu Dhabi,5
14,Red Bull,PER,0.0,4,15,,,,22,Abu Dhabi,-11
15,Williams,LAT,0.0,16,16,,,,22,Abu Dhabi,0
16,Alfa Romeo,GIO,0.0,14,17,,,,22,Abu Dhabi,-3
17,Williams,RUS,0.0,17,18,,,,22,Abu Dhabi,-1
18,Alfa Romeo,RAI,0.0,18,19,,,,22,Abu Dhabi,-1
19,Haas F1 Team,MAZ,0.0,20,20,,,,22,Abu Dhabi,0
