,constructorName,driverCode,points,grid,position,grid_sprint,position_sprint,delta_sprint,round,race,delta
6,Alpine F1 Team,GAS,6.0,15,7,13.0,13.0,0.0,20,São Paulo,8
7,Mercedes,HAM,6.0,5,8,5.0,7.0,-2.0,20,São Paulo,-3
8,AlphaTauri,TSU,5.0,16,9,6.0,6.0,0.0,20,São Paulo,7
9,Alpine F1 Team,OCO,1.0,14,10,16.0,14.0,2.0,20,São Paulo,4
10,Williams,SAR,0.0,19,11,20.0,20.0,0.0,20,São Paulo,8
11,Haas F1 Team,HUL,0.0,11,12,12.0,18.0,-6.0,20,São Paulo,-1
12,AlphaTauri,RIC,0.0,17,13,8.0,9.0,-1.0,20,São Paulo,4
13,McLaren,PIA,0.0,10,14,10.0,10.0,0.0,20,São Paulo,-4
14,Mercedes,RUS,5.0,8,15,4.0,4.0,0.0,20,São Paulo,-7
15,Alfa Romeo,BOT,0.0,18,16,14.0,19.0,-5.0,20,São Paulo,2
16,Alfa Romeo,ZHO,0.0,20,17,18.0,17.0,1.0,20,São Paulo,3
17,Haas F1 Team,MAG,0.0,12,18,11.0,16.0,-5.0,20,São Paulo,-6
18,Williams,ALB,0.0,13,19,19.0,15.0,4.0,20,São Paulo,-6
19,Ferrari,LEC,4.0,0,20,7.0,5.0,2.0,20,São Paulo,-20
0,Red Bull,VER,25.0,2,1,,,,21,Las Vegas,1
1,Ferrari,LEC,18.0,1,2,,,,21,Las Vegas,-1
2,Red Bull,PER,15.0,11,3,,,,21,Las Vegas,8
3,Alpine F1 Team,OCO,12.0,16,4,,,,21,Las Vegas,12
4,Aston Martin,STR,10.0,19,5,,,,21,Las Vegas,14
5,Ferrari,SAI,8.0,12,6,,,,21,Las Vegas,6
6,Mercedes,HAM,6.0,10,7,,,,21,Las Vegas,3
7,Mercedes,RUS,4.0,3,8,,,,21,Las Vegas,-5
8,Aston Martin,ALO,2.0,9,9,,,,21,Las Vegas,0
9,McLaren,PIA,2.0,18,10,,,,21,Las Vegas,8
10,Alpine F1 Team,GAS,0.0,4,11,,,,21,Las Vegas,-7
11,Williams,ALB,0.0,5,12,,,,21,Las Vegas,-7
12,Haas F1 Team,MAG,0.0,8,13,,,,21,Las Vegas,-5
13,AlphaTauri,RIC,0.0,14,14,,,,21,Las Vegas,0
14,Alfa Romeo,ZHO,0.0,17,15,,,,21,Las Vegas,2
15,Williams,SAR,0.0,6,16,,,,21,Las Vegas,-10
16,Alfa Romeo,BOT,0.0,7,17,,,,21,Las Vegas,-10
17,AlphaTauri,TSU,0.0,20,18,,,,21,Las Vegas,2
18,Haas F1 Team,HUL,0.0,13,19,,,,21,Las Vegas,-6
19,McLaren,NOR,0.0,15,20,,,,21,Las Vegas,-5
0,Red Bull,VER,26.0,1,1,,,,22,Abu Dhabi,0
1,Ferrari,LEC,18.0,2,2,,,,22,Abu Dhabi,0
2,Mercedes,RUS,15.0,4,3,,,,22,Abu Dhabi,1
3,Red Bull,PER,12.0,9,4,,,,22,Abu Dhabi,5
4,McLaren,NOR,10.0,5,5,,,,22,Abu Dhabi,0
5,McLaren,PIA,8.0,3,6,,,,22,Abu Dhabi,-3
6,Aston Martin,ALO,6.0,7,7,,,,22,Abu Dhabi,0
7,AlphaTauri,TSU,4.0,6,8,,,,22,Abu Dhabi,-2
8,Mercedes,HAM,2.0,11,9,,,,22,Abu Dhabi,2
9,Aston Martin,STR,1.0,13,10,,,,22,Abu Dhabi,3
10,AlphaTauri,RIC,0.0,15,11,,,,22,Abu Dhabi,4
11,Alpine F1 Team,OCO,0.0,12,12,,,,22,Abu Dhabi,0
12,Alpine F1 Team,GAS,0.0,10,13,,,,22,Abu Dhabi,-3
13,Williams,ALB,0.0,14,14,,,,22,Abu Dhabi,0
14,Haas F1 Team,HUL,0.0,8,15,,,,22,Abu Dhabi,-7
15,Williams,SAR,0.0,20,16,,,,22,Abu Dhabi,4
16,Alfa Romeo,ZHO,0.0,19,17,,,,22,Abu Dhabi,2
17,Ferrari,SAI,0.0,16,18,,,,22,Abu Dhabi,-2
18,Alfa Romeo,BOT,0.0,18,19,,,,22,Abu Dhabi,-1
19,Haas F1 Team,MAG,0.0,17,20,,,,22,Abu Dhabi,-3
