,constructorName,driverCode,points,grid,position,grid_sprint,position_sprint,delta_sprint,round,race,delta
14,Toro Rosso,BUE,0.0,18,15,,,,19,Abu Dhabi,3
15,Williams,HUL,0.0,15,16,,,,19,Abu Dhabi,-1
16,Lotus,KOV,0.0,20,17,,,,19,Abu Dhabi,3
17,Virgin,DIG,0.0,22,18,,,,19,Abu Dhabi,4
18,HRT,SEN,0.0,23,19,,,,19,Abu Dhabi,4
19,HRT,KLI,0.0,24,20,,,,19,Abu Dhabi,4
20,Lotus,TRU,0.0,19,21,,,,19,Abu Dhabi,-2
21,Virgin,GLO,0.0,21,22,,,,19,Abu Dhabi,-1
22,Mercedes,MSC,0.0,8,23,,,,19,Abu Dhabi,-15
23,Force India,LIU,0.0,16,24,,,,19,Abu Dhabi,-8
